7.277647744212899505e-01,7.262309465750866888e-01,7.300670485747509098e-01,7.373579845881857997e-01,7.834827316585243340e-01,8.679504529679401559e-01,8.929538843507270895e-01
7.267317571691612743e-01,7.383256379686895521e-01,7.877757928865150028e-01,8.485657838980298351e-01,8.909110394974317781e-01,9.134108060380836669e-01,8.963641678728748730e-01
7.352877144076369609e-01,7.525579316062142032e-01,8.312847323650864872e-01,9.054562539278536715e-01,9.319498694207924983e-01,9.182089563856812298e-01,9.048097632023629489e-01
7.330208146248452517e-01,7.644104411431400514e-01,8.688785666710405753e-01,9.317539906881351364e-01,9.464797770499945306e-01,9.280444569143928568e-01,9.030167652305580717e-01
7.252292407354701265e-01,7.760982789233906720e-01,8.851657444140864639e-01,9.470281499611150622e-01,9.556857519903579901e-01,9.259903722071644028e-01,9.067122805730503110e-01
7.299873865265582573e-01,7.922956645200561754e-01,9.113443042361947244e-01,9.576336923224036957e-01,9.559682025451095022e-01,9.307313240941821331e-01,9.095590741601934370e-01
7.350855754755220017e-01,7.999554050761504831e-01,9.225563815914001875e-01,9.642632464213561905e-01,9.597890961901964779e-01,9.334100109405848444e-01,9.048241649721585622e-01
7.279046364035024475e-01,8.131130536747598336e-01,9.377192224016295263e-01,9.709596582206382331e-01,9.626695597319505637e-01,9.369474595963694918e-01,9.120238600538854712e-01
7.293687160102545475e-01,8.274416156259377653e-01,9.501072495185093336e-01,9.755661022316316489e-01,9.688700424460580107e-01,9.403590063074123151e-01,9.131114923754717339e-01
7.283454875801768091e-01,8.262303565131449146e-01,9.592981588971939422e-01,9.797237780472302093e-01,9.731241616065130495e-01,9.439776892537884434e-01,9.142613806643690166e-01
7.333944066483236712e-01,8.432813809297398100e-01,9.681413383684255303e-01,9.834840921782359580e-01,9.770514300502097793e-01,9.492663613351325358e-01,9.200172052092366881e-01
7.384683017962297980e-01,8.552531233317381965e-01,9.747116309451563376e-01,9.859860659015173834e-01,9.809830217952733022e-01,9.529053315265502144e-01,9.195945180498276139e-01
7.288699957643637317e-01,8.727265696061423661e-01,9.832865228840801386e-01,9.900005455874961724e-01,9.841984164184508499e-01,9.558770796712988682e-01,9.236264320090770141e-01
7.350236273464303416e-01,8.823451862033161452e-01,9.894632996253872603e-01,9.928395877725586516e-01,9.870635990714823338e-01,9.615305682947126176e-01,9.228796000311229042e-01
7.306869839953302748e-01,8.890756582462274737e-01,9.948423234419391248e-01,9.966630586593256957e-01,9.904999488423534837e-01,9.659135690778998251e-01,9.259223995153437192e-01
