1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.994189790189355049e-01,9.999729397081397186e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.911842997606811201e-01,9.910988736388859355e-01,9.929566911669774898e-01,9.934897990653600575e-01,9.956267304632043791e-01,9.992587681885616302e-01,9.991063585729968999e-01
9.618556151494698225e-01,9.603200604123912631e-01,9.658666998447231755e-01,9.703499361038455673e-01,9.776255545488798937e-01,9.932159870690613346e-01,9.939672652724943491e-01
9.147005681712465641e-01,9.105555361072634746e-01,9.191144840300626839e-01,9.297694375034186720e-01,9.416315111735568122e-01,9.779879136445485122e-01,9.795570802652046050e-01
8.541794404572017330e-01,8.522248574793503950e-01,8.636660817939507684e-01,8.794979029936693671e-01,8.972069769575773401e-01,9.486377062101420954e-01,9.596843166242368106e-01
7.908479909590661050e-01,7.922319392030704455e-01,8.032032282178138693e-01,8.124638321029850063e-01,8.421903623470751166e-01,9.117260276731059543e-01,9.275970601500989066e-01
7.307380163733364631e-01,7.260817817098381699e-01,7.357518103709176360e-01,7.426567003742300388e-01,7.861088654723080715e-01,8.721268322665677308e-01,8.939626902726774960e-01
6.659570975950358518e-01,6.622172396113729098e-01,6.669995911333571614e-01,6.762878478674834160e-01,7.356558889967792503e-01,8.269607455405429963e-01,8.448930425934999544e-01
6.148433216140951618e-01,6.076995699143877827e-01,6.121706121645337229e-01,6.264312126172913997e-01,6.892487226017598445e-01,7.784239277381678201e-01,7.968320375674087241e-01
5.678262575453613126e-01,5.644117955067845527e-01,5.608829939341343218e-01,5.782862608121394077e-01,6.463741933046128763e-01,7.319155261906988841e-01,7.471072777314259339e-01
5.410055883894802076e-01,5.279366115088452993e-01,5.307165558022526319e-01,5.433131884392682354e-01,6.096599345977430362e-01,6.877122768762228278e-01,6.924114298304349102e-01
5.133134181850873556e-01,5.011117236003012065e-01,4.998032779310220830e-01,5.214927628250037861e-01,5.796552341160836619e-01,6.314907002347830423e-01,6.399807751407949885e-01
5.000066982536255367e-01,4.912568101942186294e-01,4.831486427007944950e-01,4.923845890735287223e-01,5.411138345566601782e-01,5.911750960267919686e-01,5.945923323343569322e-01
4.949530979484085824e-01,4.799780643837161520e-01,4.739934859386700783e-01,4.718559953580858668e-01,5.066606256728906077e-01,5.448309611673776143e-01,5.384187177762637111e-01
4.884390380180601565e-01,4.724653314171324281e-01,4.633282074409046936e-01,4.550203684857433428e-01,4.739055972111609893e-01,5.032045562971261266e-01,4.944902613334661301e-01
