1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.921686908497792112e-01,9.968444709541507409e-01,9.991611441845567043e-01,9.998084022630673307e-01,9.999722300030491340e-01,9.998896782675276151e-01,9.992197129283740820e-01
9.626813154716284959e-01,9.807559765875992763e-01,9.936405403509223078e-01,9.978370262458471363e-01,9.987548513960353702e-01,9.984765325442400696e-01,9.939603992122023612e-01
9.146824190963969148e-01,9.522063233468918142e-01,9.795285998562579532e-01,9.912363765231537727e-01,9.958037735232323495e-01,9.925953301012674368e-01,9.810139638274393281e-01
8.559128297454593470e-01,9.056956269459591757e-01,9.568071625976007910e-01,9.785737121527803284e-01,9.857071826443599694e-01,9.803140987342016111e-01,9.604603001990573707e-01
7.927530084592770976e-01,8.574602988356473388e-01,9.265845169540063431e-01,9.571673378931373488e-01,9.709713689857709662e-01,9.598521993211075465e-01,9.299593158137259286e-01
7.267627025109318906e-01,7.992209865294320759e-01,8.880068362729174325e-01,9.259195533367102771e-01,9.427254290806474923e-01,9.296500569719154949e-01,8.897299377500725859e-01
6.721607428402188722e-01,7.442590937968787124e-01,8.353009166619195236e-01,8.866068587156340497e-01,9.061930596057494736e-01,8.927545423445857331e-01,8.438893682325686596e-01
6.129969669682493461e-01,6.908667767172624874e-01,7.917384658137662790e-01,8.476136987435205494e-01,8.641770209431238747e-01,8.476509864223941149e-01,7.925405566735485019e-01
5.695104716045729099e-01,6.549303713897388635e-01,7.612661054145709594e-01,8.079101186640508248e-01,8.259106205521540289e-01,7.982155625097039353e-01,7.456276844721021480e-01
5.316741898823545975e-01,6.202601225425440346e-01,7.220387202913057800e-01,7.670322698230707115e-01,7.836800506856723691e-01,7.509941332145022574e-01,6.880629732090576267e-01
5.084802275337492183e-01,5.980836949261164603e-01,6.970332675125048283e-01,7.324708359082782172e-01,7.413251597277893401e-01,6.992751989709425908e-01,6.359488280416164541e-01
4.976190374770729230e-01,5.881561904261675133e-01,6.750434854872149337e-01,6.985021375356129658e-01,7.000954040830154046e-01,6.598398197567940660e-01,5.917875375637682289e-01
4.946312370579876161e-01,5.852704503239850586e-01,6.610840056737724568e-01,6.715610537026215354e-01,6.598257645583642805e-01,6.096724798827689584e-01,5.397200727713823420e-01
4.896894722638451825e-01,5.848357942688668931e-01,6.436747195230424490e-01,6.429793384294459901e-01,6.281942375776993215e-01,5.684855981380907419e-01,5.000169731920813820e-01
