1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.916678272209177303e-01,9.996725000869759459e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.624726116764766859e-01,9.944922974199340571e-01,9.999882459633662179e-01,1.000000000000000000e+00,9.999958261251998826e-01,9.998853540698637854e-01,9.993128193232801992e-01
9.117959489258199435e-01,9.800737248703109694e-01,9.998940743659248120e-01,9.999681897691763410e-01,9.999535046663405868e-01,9.983667102582174380e-01,9.942128842124465793e-01
8.585239156644515202e-01,9.570883503150791061e-01,9.992021925771906732e-01,9.998620139273841634e-01,9.993706402799411581e-01,9.943260621400269450e-01,9.805198908156167459e-01
7.938750307076389845e-01,9.289217509256150196e-01,9.977379791817400090e-01,9.985219897163191138e-01,9.970143829899515975e-01,9.870703524548641861e-01,9.617418535828965442e-01
7.308441938865157805e-01,8.937603348249322233e-01,9.951214352861236234e-01,9.951812598458871229e-01,9.910232859194858523e-01,9.656658224842942229e-01,9.239725644274383587e-01
6.698289732800635221e-01,8.528738338646948414e-01,9.882359266214827409e-01,9.893468442034260013e-01,9.810545477158634231e-01,9.369113250336791321e-01,8.821645091200677191e-01
6.127617911520245597e-01,8.231471976428680337e-01,9.780951390828911407e-01,9.774374712490103700e-01,9.589236280301082216e-01,8.995548051908183185e-01,8.361815413220538007e-01
5.703025908197445482e-01,8.017711803556372141e-01,9.642011285284628475e-01,9.584820707833232589e-01,9.294463443254303847e-01,8.523105664075512067e-01,7.786759744709446096e-01
5.362478230660900902e-01,7.854906952795764896e-01,9.422648482681191817e-01,9.319646077825951558e-01,8.946280797105516935e-01,8.108614771724537151e-01,7.304692889184759563e-01
5.102172386436544249e-01,7.766589242169414931e-01,9.218556743099097783e-01,8.972773331993751933e-01,8.519347440692286444e-01,7.601531093878119982e-01,6.730980564687962797e-01
5.017620078934711403e-01,7.810826319154728914e-01,8.902267604594322759e-01,8.660720162657926657e-01,8.135762227029548210e-01,7.112253180801199060e-01,6.295232924385046891e-01
4.878852485571533171e-01,7.696953586717518725e-01,8.603603271742434888e-01,8.356267188530116519e-01,7.689448445114102082e-01,6.659578476103017453e-01,5.833617114868301368e-01
4.888468307799672674e-01,7.680989518652825421e-01,8.342127312199599798e-01,8.002439590800830560e-01,7.363195954666713616e-01,6.289580154343922258e-01,5.505034545265988788e-01
